timestamp,speaker,words,tags
,Zach*,Wow. Lucky you. Because that's an extra year or 2?,
,John*,"Even if you went in the marines, if you're drafted, you only goes 2 years. You know, there's no difference in time. It's just that, you know, the well, you know. It's I'm everybody says ""I'm an ex marine"". You hear anybody say I'm ex army? No. It's so And so a marine. So, you know, they got more intense. Would say, you know, stuff like that.",draft
,Zach*,"Mhmm. So can you tell me the process of being drafted? Did you get something in the mail and then have to go somewhere? Yes. Well, when you turn 18, you have to go down and, to the draft board or where",draft
,Zach*,"(recording cut) So I'll just get back into it. I'm gonna rephrase, just the last question just in case it got cut off. I think the last thing it got was, you don't hear a lot of people saying I'm ex Army. You hear I'm ex Marine a lot. So I was gonna say the process of getting drafted, how that happened? Can you explain that?",draft
[00:35:00],John*,"Well, sure. I think it'd be the same no matter what you go into. I went down to LA. You know, I got my draft notice, went down there. They give you a physical and, you know, go through. Some people can, you know, once you pass I can't remember. I think I don't remember if we took the test then or not. No. I think don't think we took it till later. They just check you out physically and stuff like that and make sure, you know, that you're capable and, in good, you know, decent physical condition. When I went that's the first time, then they call you back to go when they take you. And since I went in the army, I went to Fort Ord, which is up close to Frisco along the coast. And I can remember a guy in front of me, and he must have went and got stretched because I think there's, like, a limit of 6 foot 6. They don't want anybody bigger than that. They don't have the clothes and the shoes and the stuff on. You see? And so, they asked them, well, you know, you're above going. Do you still wanna go in? He says, no. That's fine. I go because I didn't hear where you can go get stretched.",draft
,Zach*,Really?,
,John*,"Be surprised if yeah. I didn't hear that till the late seventies. And the only reason I heard that is a friend of mine, who was Japanese. His brother wanted to get into police force. He's about a half an inch too short. So he went and got stretched so he could pay to get in. Back then, they had a, let's say, a height limit of 5'9"", let's say. I'm not sure.",draft
,Zach*,Interesting. I'd never heard of that before. Was there was there a lot of people doing things to get in or at least out of being drafted?,draft
,John*,"Well, they do what they can. You know?",draft
,Zach*,Yeah.,draft
,John*,"I don't know. Maybe he had a loan problem. You know how people do have, even at that age, have something wrong or something like that.",draft
,Zach*,"Yeah. Okay. Well, I guess I will say let's get into, so from the time you noticed, would do you remember when you got the notice that you were being drafted?",draft
,John*,"Oh, I imagine 2 months, 3 months before, something like that. It might be a long time before.",draft
,Zach*,Okay.,draft
,John*,"And, you know, you know, and then I reported in and then went to Fort Ord and, did my basic, and we were restricted there because they had I forget what it was, but there was something going on to where we didn't really get to leave the barracks. And on one side, the windows the bottom windows were open, and on the other side of the barracks, the top windows were open. And it was colder than blazes because we're right on the ocean. And this was to cut down I you'd have to look it up to see what they had, but Ford had something that they had had before. So we were more or less restricted to everything. We couldn't do anything other than, you know, they take us and bring us back to our barracks, and that was it.",draft
,Zach*,Interesting. So how long did you spend at the barracks before you were deployed?,draft
,John*,"Oh oh, No. You first you go to basic.",draft
,Zach*,"Oh, basic.",draft
,John*,"Basic. That's 8 weeks. Then they send you home for 2 weeks, I think it is. And then you go to AIT, which is advanced individual training. You know? And when you're in basic, you take all sorts of tests and stuff. And they asked me but they offered me all sorts of jobs, you know, things. And they said something about medic. I said, what I figured working in a hospital, women, this and that. I looked at it the other way and, you know, I went in for medic and they gave me medic. I found out my last couple months in the service why I got everything. I mean, even right down when I finished my events individual training, which was in Texas, that's where they trained medics, Fort Sam Houston, Texas. Everybody that I worked was in the service with me, you know, the medics and the doctor. They got me, a letter a form they wanted them to fill out. I was kind of a test individual to see if I would continue. You know, since they let me be what I wanted, this and that. ",draft
,John*,"They even asked me when I finished AIT, advanced individual training, where did I wanna go, Alaska or Hawaii? Now you know I'm gonna say Hawaii. Who wants to go to Alaska? Then they said, in the states, where would you like to go? I said, from California. They said, what part of California would you like to go? I said southern, and they sent me to Fort Irwin, which is, you know, a 120 miles from or a 150 miles from where I live. But that's where the unit formed that I went to Vietnam with was there. So, I mean, they let me have everything, and then at the end, being a medic, they offered me a $6,000 to re up, but you have to join for 6 years to get that money. And I said, although I'm a striped troop, no. I'm a civilian. Alright. You know, you can keep this. I'm going home. So that been joined for 6 years, and I've been the equivalent of sergeant in less than 2 years.",draft
,Zach*,Really?,
,John*,"Or you could do 5, which is the same thing as a sergeant. The difference in pay is $1. And another cute thing, when you get drafted, you get $78 a month. And then when you make e 2, it was $89 a month. And when you get e 3, e 3 is when you have a corporal and you have the one stripe on your sleeve, a $121 a month. Now this is someone that's under 2 years. After 2 years, you get more money, but I don't know how much. I could ask a friend of somebody that, you know, that we were in together and we were medics. And he's in Alabama, and I talk to him every couple months. You know?",draft;economy
,Zach*,"Interesting. Sorry. I was gonna say, I never knew that you were more of a test case. So was that you were the test in the sense that they didn't ask everyone where they wanted to go?",
,John*,"No. No. No. Just me. And I got what I asked for being a medic and where I even went. You know? And, except I did go to NAM. I didn't ask for that, but they, you know, gave me everything else there. And, like I said but, and I could have even been an officer.",personal
,Zach*,Do you know why they chose you?,personal
[00:40:00],John*,"It depends on how you do on your tests. You know, but you have to go I can't remember how long OCS officers training school is. But the only thing, you would have you had to wait I didn't wanna be an officer. Okay? But it's you had to wait almost a year before you didn't get into officer school. And I forget if that was for 6 months or something. And then after you become an officer, you still have to serve your 2 years or whatever. So people, you know, if you wanna make the military your, and a couple lieutenants we have did, you know, they did that. They went to officer training school. I said, no. I just wanna go in and out. You know?",personal
,Zach*,"Yeah. Interesting. So actually getting to when you were actually deployed in Vietnam, can you describe what that was like?",personal
,John*,"Well, number 1, I was with the 6th and the 7th, 7th artillery, so it wasn't as bad as being in the infantry. And I went to, they sent a 100 troops in a in an advanced party to Vietnam with them, and then the 400 of us went onboard boat. We went over to Vietnam onboard ship, and I went on the USNS Gordon, which was a World War 2 military transport. It was 1966. I'm going on that to Vietnam, and it took, 23 days. We went through, well, what was nice, we did go through the Philippines, and it was beautiful. You know? I you know? The trip, I can't say I enjoyed it. And every morning, they would kick you out. At 8 in the morning, you had to go topside till noon. Whether it was raining or whatever, you had to go to noon. I'm still outside. Then you get back for lunch and then, I guess, whatever else you could do. You know? But, but, I know for at least 2 weeks going across, they had what we call the JC flick, the Jesus Christ, you know, movie, and it was Protestant. But we go down because you'd sit down below and you'd watch, on Jesus Christ, the whole movie from the beginning on through on Jesus Christ. So that's what we did every morning. I don't know if it was like for an hour, hour and a half. I don't remember for sure, but rather than staying topside Yeah.",vietnam;religion
,Zach*,I'm sure it's better than nothing.,
,John*,"Yeah. Better than getting rained on or something. And they did have a, what was it, a PX will say onboard ship. So if you're tired of that junk, you could go get something to eat. I'm not saying a dinner, but, you know, you could buy, you know, certain things, you know, to help you fill up. You didn't wanna eat that. So and so I was on board ship for, 23 days, and, we go into the Philippines, into Sumic Bay. They let us off base, from, like, 9 in the morning till 10 at night or 9 at night, maybe 12 hours. They didn't let us off base. You could had to stay on base, but at least, you know, you were free to roll in, which was nice.",vietnam
,Zach*,"What was, what was kind of the attitude towards, you know, being on a on a boat to Vietnam among everyone there? What was what was it kind of like? Was it-",vietnam
[00:45:00],John*,"No. It I played, cards almost every day on topside, and we had one guy who we, playing, and he'd win all the time. And I think, yeah, I mean, I just he was too good. Whatever it was. So but, yeah. And I ran across the guy, you know, because you meet them from all over. There's I forget how many onboard ship. I don't remember how many. Maybe 3000 or 4000. I don't remember. But, he lived in Bellflower. He just lived a mile and a half away from where I was. You know? He was married and lived in an apartment.",vietnam
,Zach*,"Interesting. So once you landed, what was it like? What happened next?",
,John*,"We got off just like you see in World War 2. We crawled, on the ship. We came down the net. We then got into a, a boat or a landing craft. Not that there was any fire or anything like that, you know, and went to, and landed on the shore. You know, they took us right up and dropped it. I don't think I don't even know if our peak got wet or not. I don't recall. And, the thing about it is my daughter, Suzanne, has went to Vietnam, and she went to Cu Chi, and that's where they have the museum for Vietnam. Everybody goes to Cu Chi, and her boyfriend found my picture getting off the, you know, the landing small landing craft onto the onto the shore, which is fantastic.",media;vietnam
,Zach*,That's unbelievable.,
,John*,"45 years later after that picture, and he found it. And so she sent me that, and that is me. You know? I even sent it to my friend Walker in Alabama. And, he said, yeah. That's you. There's no doubt about it. I mean, and it it's a good picture. But they have different pictures up, and they luckily saw that. I never expected them to even have a picture of that because we were not base camp or anything. We were at, like I said, just a landing grab getting off.",personal;media
,Zach*,"Well, I will say, would you describe some of, maybe what your daily routine looked like while you were in Vietnam?",personal;vietnam
